DMR,Gene,Assignment_Type,Distance_to_TSS
chr3_DMR_1129,ZXDC,CpG,0.0
chr3_DMR_1130,KLHL24,CpG,0.0
chr3_DMR_1131,CCDC36,CpG,0.0
chr3_DMR_1132,SMC4,CpG,0.0
chr3_DMR_1132,IFT80,CpG,0.0
chr3_DMR_1133,MLF1,CpG,0.0
chr3_DMR_1134,CD47,CpG,0.0
chr3_DMR_1136,SUCLG2,CpG,0.0
chr3_DMR_1137,LOC285375,CpG,0.0
chr3_DMR_1138,KTELC1,CpG,0.0
chr3_DMR_1139,UBP1,CpG,0.0
chr3_DMR_1140,ARPM1,CpG,0.0
chr3_DMR_1141,CAND2,CpG,0.0
chr3_DMR_1142,C3orf67,CpG,0.0
chr3_DMR_1143,PCBP4,CpG,0.0
chr3_DMR_1144,CAMK2N2,CpG,0.0
chr3_DMR_1144,ECE2,CpG,0.0
chr3_DMR_1145,ZNF589,CpG,0.0
chr3_DMR_1146,JAGN1,CpG,0.0
chr3_DMR_1147,SCN5A,CpG,0.0
chr3_DMR_1148,VWA5B2,CpG,0.0
chr3_DMR_1149,NEK4,CpG,0.0
chr3_DMR_1152,IL20RB,CpG,0.0
chr3_DMR_1153,PTH1R,CpG,0.0
chr3_DMR_1154,LRRC3B,CpG,0.0
chr3_DMR_1156,SLCO2A1,CpG,0.0
chr3_DMR_1157,ARGFX,CpG,0.0
chr3_DMR_1158,KLF15,CpG,0.0
chr3_DMR_1160,LOC255025,CpG,0.0
chr3_DMR_1161,PPARG,CpG,0.0
chr3_DMR_1162,RPL14,CpG,0.0
chr3_DMR_1163,HRH1,CpG,0.0
chr3_DMR_1164,VGLL4,CpG,0.0
chr3_DMR_1165,UQCRC1,CpG,0.0
chr3_DMR_1166,KCNH8,CpG,0.0
chr3_DMR_1168,MFN1,CpG,0.0
chr3_DMR_1169,TMEM158,CpG,0.0
chr3_DMR_1170,CNTN4,CpG,0.0
chr3_DMR_1171,MAGI1,CpG,0.0
chr3_DMR_1172,LOC647309,CpG,0.0
chr3_DMR_1173,EXOSC7,CpG,0.0
chr3_DMR_1173,ZDHHC3,CpG,0.0
chr3_DMR_1175,EIF4A2,CpG,0.0
chr3_DMR_1175,SNORD2,CpG,0.0
chr3_DMR_1177,PARP14,CpG,0.0
chr3_DMR_1179,MIR1280,CpG,0.0
chr3_DMR_1179,EEFSEC,CpG,0.0
chr3_DMR_1180,MAP3K13,CpG,0.0
chr3_DMR_1181,KCNAB1,CpG,0.0
chr3_DMR_1182,UMPS,CpG,0.0
chr3_DMR_1183,RFTN1,CpG,0.0
chr3_DMR_1184,RPL32P3,CpG,0.0
chr3_DMR_1184,C3orf25,CpG,0.0
chr3_DMR_1185,IL1RAP,CpG,0.0
chr3_DMR_1186,TSC22D2,CpG,0.0
chr3_DMR_1188,PARP14,CpG,0.0
chr3_DMR_1189,SYNPR,CpG,0.0
chr3_DMR_1190,CPNE4,CpG,0.0
chr3_DMR_1191,CLSTN2,CpG,0.0
chr3_DMR_1192,PHLDB2,CpG,0.0
chr3_DMR_1193,TNK2,CpG,0.0
chr3_DMR_1194,FOXP1,CpG,0.0
chr3_DMR_1195,MYD88,CpG,0.0
chr3_DMR_1195,ACAA1,CpG,0.0
chr3_DMR_1196,SLC12A8,CpG,0.0
chr3_DMR_1197,RBM15B,CpG,0.0
chr3_DMR_1198,CCDC58,CpG,0.0
chr3_DMR_1198,FAM162A,CpG,0.0
chr3_DMR_1199,BFSP2,CpG,0.0
chr3_DMR_1200,KIAA0226,CpG,0.0
chr3_DMR_1201,PXK,CpG,0.0
chr3_DMR_1202,PRRT3,CpG,0.0
chr3_DMR_1203,MCF2L2,CpG,0.0
chr3_DMR_1204,FAM19A4,CpG,0.0
chr3_DMR_1205,ZBTB47,CpG,0.0
chr3_DMR_1206,TOPBP1,CpG,0.0
chr3_DMR_1208,C3orf26,CpG,0.0
chr3_DMR_1208,MIR548G,CpG,0.0
chr3_DMR_1209,LOC100128164,CpG,0.0
chr3_DMR_1209,SEC62,CpG,0.0
chr3_DMR_1211,CAV3,CpG,0.0
chr3_DMR_1212,ATP11B,CpG,0.0
chr3_DMR_1214,TMEM41A,CpG,0.0
chr3_DMR_1215,CAMK1,CpG,0.0
chr3_DMR_1216,RASSF1,CpG,0.0
chr3_DMR_1217,GHRLOS,CpG,0.0
chr3_DMR_1217,GHRL,CpG,0.0
chr3_DMR_1218,MCCC1,CpG,0.0
chr3_DMR_1219,CELSR3,CpG,0.0
chr3_DMR_1220,CACNA2D3,CpG,0.0
chr3_DMR_1221,AMOTL2,CpG,0.0
chr4_DMR_1,SFRP2,CpG,0.0
chr4_DMR_2,S100P,CpG,0.0
chr4_DMR_3,MAEA,CpG,0.0
chr4_DMR_4,RBM47,CpG,0.0
chr4_DMR_6,HPGDS,CpG,0.0
chr4_DMR_7,C4orf26,CpG,0.0
chr4_DMR_8,DTHD1,CpG,0.0
chr4_DMR_9,TXK,CpG,0.0
chr4_DMR_10,CASP6,CpG,0.0
chr4_DMR_11,MFSD7,CpG,0.0
chr4_DMR_12,ZFYVE28,CpG,0.0
chr4_DMR_13,CLNK,CpG,0.0
chr4_DMR_14,FAM13A,CpG,0.0
chr4_DMR_15,KIAA0922,CpG,0.0
chr4_DMR_16,TLR6,CpG,0.0
chr4_DMR_17,LOC401127,CpG,0.0
chr4_DMR_18,TRIM2,CpG,0.0
chr4_DMR_19,LOC100130017,CpG,0.0
chr4_DMR_20,WDR1,CpG,0.0
chr4_DMR_21,TMEM144,CpG,0.0
chr4_DMR_22,EXOC1,CpG,0.0
chr4_DMR_24,STOX2,CpG,0.0
chr4_DMR_26,EMCN,CpG,0.0
chr4_DMR_27,CXCL5,CpG,0.0
chr4_DMR_29,SH3TC1,CpG,0.0
chr4_DMR_30,MAEA,CpG,0.0
chr4_DMR_31,DCAF4L1,CpG,0.0
chr4_DMR_32,PIGY,CpG,0.0
chr4_DMR_33,SORCS2,CpG,0.0
chr4_DMR_34,C4orf34,CpG,0.0
chr4_DMR_35,MSX1,CpG,0.0
chr4_DMR_37,GK2,CpG,0.0
chr4_DMR_38,NR3C2,CpG,0.0
chr4_DMR_39,LRAT,CpG,0.0
chr4_DMR_41,ANKRD50,CpG,0.0
chr4_DMR_42,RHOH,CpG,0.0
chr4_DMR_43,RBM47,CpG,0.0
chr4_DMR_44,TMEM156,CpG,0.0
chr4_DMR_45,KLHL8,CpG,0.0
chr4_DMR_46,SLC2A9,CpG,0.0
chr4_DMR_47,CTBP1,CpG,0.0
chr4_DMR_48,NOP14,CpG,0.0
chr4_DMR_48,GRK4,CpG,0.0
chr4_DMR_49,USP38,CpG,0.0
chr4_DMR_50,PRDM8,CpG,0.0
chr4_DMR_51,CHIC2,CpG,0.0
chr4_DMR_52,HTT,CpG,0.0
chr4_DMR_53,LIN54,CpG,0.0
chr4_DMR_54,SCOC,CpG,0.0
chr4_DMR_55,GPRIN3,CpG,0.0
chr4_DMR_56,FGF2,CpG,0.0
chr4_DMR_58,MAML3,CpG,0.0
chr4_DMR_61,FRAS1,CpG,0.0
chr4_DMR_62,TRIM2,CpG,0.0
chr4_DMR_63,PRDM8,CpG,0.0
chr4_DMR_64,FGFR3,CpG,0.0
chr4_DMR_65,LNX1,CpG,0.0
chr4_DMR_67,SH3TC1,CpG,0.0
chr4_DMR_68,SCARB2,CpG,0.0
chr4_DMR_69,RBM47,CpG,0.0
chr4_DMR_71,CXCL2,CpG,0.0
chr4_DMR_72,CCDC149,CpG,0.0
chr4_DMR_73,PLAC8,CpG,0.0
chr4_DMR_74,HSPA4L,CpG,0.0
chr4_DMR_75,PPP2R2C,CpG,0.0
chr4_DMR_77,KLF3,CpG,0.0
chr4_DMR_77,FLJ13197,CpG,0.0
chr4_DMR_78,HMGB2,CpG,0.0
chr4_DMR_79,TACC3,CpG,0.0
chr4_DMR_80,LEF1,CpG,0.0
chr4_DMR_80,LOC641518,CpG,0.0
chr4_DMR_81,GRXCR1,CpG,0.0
chr4_DMR_82,GABRA4,CpG,0.0
chr4_DMR_83,RPS3A,CpG,0.0
chr4_DMR_84,CLRN2,CpG,0.0
chr4_DMR_85,HPSE,CpG,0.0
chr4_DMR_87,MEPE,CpG,0.0
chr4_DMR_89,SORBS2,CpG,0.0
chr4_DMR_90,MXD4,CpG,0.0
chr4_DMR_91,FAM193A,CpG,0.0
chr4_DMR_92,NAA11,CpG,0.0
chr4_DMR_93,PCGF3,CpG,0.0
chr4_DMR_95,GUCY1B3,CpG,0.0
chr4_DMR_96,EPHA5,CpG,0.0
chr4_DMR_97,DGKQ,CpG,0.0
chr4_DMR_98,WDR1,CpG,0.0
chr4_DMR_99,DCK,CpG,0.0
chr4_DMR_100,TBC1D14,CpG,0.0
chr4_DMR_101,SNCA,CpG,0.0
chr4_DMR_102,INPP4B,CpG,0.0
chr4_DMR_103,SPATA5,CpG,0.0
chr4_DMR_103,NUDT6,CpG,0.0
chr4_DMR_104,WHSC2,CpG,0.0
chr4_DMR_105,PALLD,CpG,0.0
chr4_DMR_106,SH3TC1,CpG,0.0
chr4_DMR_107,KCNIP4,CpG,0.0
chr4_DMR_108,SORBS2,CpG,0.0
chr4_DMR_109,STOX2,CpG,0.0
chr4_DMR_110,PAQR3,CpG,0.0
chr4_DMR_111,HTRA3,CpG,0.0
chr4_DMR_112,MAML3,CpG,0.0
chr4_DMR_113,FAM190A,CpG,0.0
chr4_DMR_114,SCOC,CpG,0.0
chr4_DMR_115,CCDC96,CpG,0.0
chr4_DMR_115,TADA2B,CpG,0.0
chr4_DMR_116,NEIL3,CpG,0.0
chr4_DMR_117,SPON2,CpG,0.0
chr4_DMR_117,LOC100130872-SPON2,CpG,0.0
chr4_DMR_118,GALNTL6,CpG,0.0
chr4_DMR_119,SPINK2,CpG,0.0
chr4_DMR_120,CCDC149,CpG,0.0
chr4_DMR_121,NOP14,CpG,0.0
chr4_DMR_121,C4orf10,CpG,0.0
chr4_DMR_122,PPBP,CpG,0.0
chr4_DMR_123,SPP1,CpG,0.0
chr4_DMR_124,SCD5,CpG,0.0
chr4_DMR_124,MIR575,CpG,0.0
chr4_DMR_125,OCIAD2,CpG,0.0
chr4_DMR_126,CLGN,CpG,0.0
chr4_DMR_127,GRPEL1,CpG,0.0
chr4_DMR_128,ANXA3,CpG,0.0
chr4_DMR_130,LDB2,CpG,0.0
chr4_DMR_131,QDPR,CpG,0.0
chr4_DMR_132,UNC5C,CpG,0.0
chr4_DMR_133,SORBS2,CpG,0.0
chr4_DMR_134,GAK,CpG,0.0
chr4_DMR_135,ARHGAP24,CpG,0.0
chr4_DMR_136,MTNR1A,CpG,0.0
chr4_DMR_137,CLDN22,CpG,0.0
chr4_DMR_138,FGG,CpG,0.0
chr4_DMR_140,IL21,CpG,0.0
chr4_DMR_141,UGDH,CpG,0.0
chr4_DMR_142,DNAJB14,CpG,0.0
chr4_DMR_143,SGMS2,CpG,0.0
chr4_DMR_144,PCGF3,CpG,0.0
chr4_DMR_145,TBC1D1,CpG,0.0
chr4_DMR_146,MAEA,CpG,0.0
chr4_DMR_147,C1QTNF7,CpG,0.0
chr4_DMR_148,HTRA3,CpG,0.0
chr4_DMR_149,MFAP3L,CpG,0.0
chr4_DMR_150,RGS12,CpG,0.0
chr4_DMR_151,CHRNA9,CpG,0.0
chr4_DMR_152,FGFBP1,CpG,0.0
chr4_DMR_153,FBXW7,CpG,0.0
chr4_DMR_154,TBC1D14,CpG,0.0
chr4_DMR_155,RGS12,CpG,0.0
chr4_DMR_157,CPZ,CpG,0.0
chr4_DMR_158,RAPGEF2,CpG,0.0
chr4_DMR_159,ELOVL6,CpG,0.0
chr4_DMR_160,SOD3,CpG,0.0
chr4_DMR_161,OCIAD1,CpG,0.0
chr4_DMR_162,CCDC149,CpG,0.0
chr4_DMR_163,AFF1,CpG,0.0
chr4_DMR_165,PSAPL1,CpG,0.0
chr4_DMR_165,SORCS2,CpG,0.0
chr4_DMR_166,FAT1,CpG,0.0
chr4_DMR_167,GABRA2,CpG,0.0
chr4_DMR_168,FAM114A1,CpG,0.0
chr4_DMR_168,MIR574,CpG,0.0
chr4_DMR_169,NHEDC2,CpG,0.0
chr4_DMR_170,MARCH1,CpG,0.0
chr4_DMR_171,UNC5C,CpG,0.0
chr4_DMR_172,HERC6,CpG,0.0
chr4_DMR_173,HSD17B13,CpG,0.0
chr4_DMR_174,TIGD2,CpG,0.0
chr4_DMR_175,OTUD4,CpG,0.0
chr4_DMR_176,PROM1,CpG,0.0
chr4_DMR_177,CEP135,CpG,0.0
chr4_DMR_178,ELMOD2,CpG,0.0
chr4_DMR_181,SORCS2,CpG,0.0
chr4_DMR_183,FAM92A3,CpG,0.0
chr4_DMR_184,PDGFC,CpG,0.0
chr4_DMR_185,RASSF6,CpG,0.0
chr4_DMR_187,EPGN,CpG,0.0
chr4_DMR_188,D4S234E,CpG,0.0
chr4_DMR_189,TTC29,CpG,0.0
chr4_DMR_190,RNF175,CpG,0.0
chr4_DMR_191,REST,CpG,0.0
chr4_DMR_192,C4orf51,CpG,0.0
chr4_DMR_193,ZNF518B,CpG,0.0
chr4_DMR_194,LOC100130872,CpG,0.0
chr4_DMR_194,LOC100130872-SPON2,CpG,0.0
chr4_DMR_195,HERC5,CpG,0.0
chr4_DMR_196,PPP2R2C,CpG,0.0
chr4_DMR_197,AADAT,CpG,0.0
chr4_DMR_198,RUFY3,CpG,0.0
chr4_DMR_199,CXCL6,CpG,0.0
chr4_DMR_200,FGFBP1,CpG,0.0
chr4_DMR_201,LRPAP1,CpG,0.0
chr4_DMR_202,MGC45800,CpG,0.0
chr4_DMR_203,CEP135,CpG,0.0
chr4_DMR_204,SEC24B,CpG,0.0
chr4_DMR_206,HERC3,CpG,0.0
chr4_DMR_207,TACR3,CpG,0.0
chr4_DMR_208,BDH2,CpG,0.0
chr4_DMR_210,C4orf32,CpG,0.0
chr4_DMR_211,ARL9,CpG,0.0
chr4_DMR_212,LIMCH1,CpG,0.0
chr4_DMR_213,NKX6-1,CpG,0.0
chr4_DMR_214,CXCL1,CpG,0.0
chr4_DMR_215,LOC100130872,CpG,0.0
chr4_DMR_215,LOC100130872-SPON2,CpG,0.0
chr4_DMR_217,GLRB,CpG,0.0
chr4_DMR_218,SCARB2,CpG,0.0
chr4_DMR_219,TBC1D1,CpG,0.0
chr4_DMR_220,ZNF827,CpG,0.0
chr4_DMR_221,FHDC1,CpG,0.0
chr4_DMR_222,PI4K2B,CpG,0.0
chr4_DMR_223,MFSD7,CpG,0.0
chr4_DMR_224,SAP30,CpG,0.0
chr4_DMR_225,FHDC1,CpG,0.0
chr4_DMR_226,FGFRL1,CpG,0.0
chr4_DMR_229,ART3,CpG,0.0
chr4_DMR_229,CXCL10,CpG,0.0
chr4_DMR_230,FAT1,CpG,0.0
chr4_DMR_231,EREG,CpG,0.0
chr4_DMR_232,TEC,CpG,0.0
chr4_DMR_233,RGS12,CpG,0.0
chr4_DMR_234,ACOX3,CpG,0.0
chr4_DMR_235,PPBPL1,CpG,0.0
chr4_DMR_237,MTHFD2L,CpG,0.0
chr4_DMR_239,SORCS2,CpG,0.0
chr4_DMR_240,STBD1,CpG,0.0
chr4_DMR_241,TLL1,CpG,0.0
chr4_DMR_242,PCDH10,CpG,0.0
chr4_DMR_243,SOD3,CpG,0.0
chr4_DMR_244,SLC4A4,CpG,0.0
chr4_DMR_245,ANKRD56,CpG,0.0
chr4_DMR_246,INTU,CpG,0.0
chr4_DMR_247,SCRG1,CpG,0.0
chr4_DMR_248,PGM2,CpG,0.0
chr4_DMR_249,PPEF2,CpG,0.0
chr4_DMR_250,SORBS2,CpG,0.0
chr4_DMR_251,PRDM5,CpG,0.0
chr4_DMR_252,ODAM,CpG,0.0
chr4_DMR_253,LIMCH1,CpG,0.0
chr4_DMR_254,FAT4,CpG,0.0
chr4_DMR_255,DOK7,CpG,0.0
chr4_DMR_256,ANXA5,CpG,0.0
chr4_DMR_257,FGFRL1,CpG,0.0
chr4_DMR_258,RASGEF1B,CpG,0.0
chr4_DMR_259,PPP3CA,CpG,0.0
chr4_DMR_260,NSUN7,CpG,0.0
chr4_DMR_261,EDNRA,CpG,0.0
chr4_DMR_262,TRIM2,CpG,0.0
chr4_DMR_263,GRIA2,CpG,0.0
chr4_DMR_264,ACOX3,CpG,0.0
chr4_DMR_265,SLC2A9,CpG,0.0
chr4_DMR_266,PLAC8,CpG,0.0
chr4_DMR_268,TBC1D14,CpG,0.0
chr4_DMR_269,RGS12,CpG,0.0
chr4_DMR_270,NBLA00301,CpG,0.0
chr4_DMR_271,SLC25A4,CpG,0.0
chr4_DMR_272,PRDM8,CpG,0.0
chr4_DMR_273,SLC39A8,CpG,0.0
chr4_DMR_274,MYL5,CpG,0.0
chr4_DMR_278,TIGD2,CpG,0.0
chr4_DMR_279,TMEM33,CpG,0.0
chr4_DMR_280,DMP1,CpG,0.0
chr4_DMR_281,IL15,CpG,0.0
chr4_DMR_282,GAK,CpG,0.0
chr4_DMR_284,PDS5A,CpG,0.0
chr4_DMR_285,MFSD10,CpG,0.0
chr4_DMR_285,C4orf10,CpG,0.0
chr4_DMR_286,USP46,CpG,0.0
chr4_DMR_287,DHX15,CpG,0.0
chr4_DMR_289,SCD5,CpG,0.0
chr4_DMR_290,FBXW7,CpG,0.0
chr4_DMR_293,COX18,CpG,0.0
chr4_DMR_294,ATOH1,CpG,0.0
chr4_DMR_295,AGPAT9,CpG,0.0
chr4_DMR_296,DSPP,CpG,0.0
chr4_DMR_297,C4orf33,CpG,0.0
chr4_DMR_297,SCLT1,CpG,0.0
chr4_DMR_298,ARHGAP24,CpG,0.0
chr4_DMR_299,C4orf12,CpG,0.0
chr4_DMR_299,WDFY3,CpG,0.0
chr4_DMR_300,TET2,CpG,0.0
chr4_DMR_302,ART3,CpG,0.0
chr4_DMR_303,IRF2,CpG,0.0
chr4_DMR_304,MAEA,CpG,0.0
chr4_DMR_305,HGFAC,CpG,0.0
chr4_DMR_307,STK32B,CpG,0.0
chr4_DMR_308,GPR125,CpG,0.0
chr4_DMR_309,KLHL2,CpG,0.0
chr4_DMR_310,GALNT7,CpG,0.0
chr4_DMR_311,LOC285550,CpG,0.0
chr4_DMR_312,IBSP,CpG,0.0
chr4_DMR_313,JAKMIP1,CpG,0.0
chr4_DMR_314,NPY1R,CpG,0.0
chr4_DMR_315,FAM198B,CpG,0.0
chr4_DMR_317,TMEM129,CpG,0.0
chr4_DMR_317,TACC3,CpG,0.0
chr4_DMR_319,ACSL1,CpG,0.0
chr4_DMR_320,ZFP42,CpG,0.0
chr4_DMR_321,MIR572,CpG,0.0
chr4_DMR_322,GAR1,CpG,0.0
chr4_DMR_323,RGS12,CpG,0.0
chr4_DMR_324,SEPT11,CpG,0.0
chr4_DMR_325,C4orf22,CpG,0.0
chr4_DMR_326,DDIT4L,CpG,0.0
chr4_DMR_328,EIF4E,CpG,0.0
chr4_DMR_329,NAA15,CpG,0.0
chr4_DMR_330,FAM47E,CpG,0.0
chr4_DMR_331,CCRN4L,CpG,0.0
chr4_DMR_332,THAP9,CpG,0.0
chr4_DMR_333,KCTD8,CpG,0.0
chr4_DMR_334,USO1,CpG,0.0
chr4_DMR_335,TNIP3,CpG,0.0
chr4_DMR_336,GRID2,CpG,0.0
chr4_DMR_337,PITX2,CpG,0.0
chr4_DMR_338,SMAD1,CpG,0.0
chr4_DMR_339,ZFYVE28,CpG,0.0
chr4_DMR_340,TBC1D9,CpG,0.0
chr4_DMR_341,MMAA,CpG,0.0
chr4_DMR_342,PCDH7,CpG,0.0
chr4_DMR_344,SLBP,CpG,0.0
chr4_DMR_345,GABRB1,CpG,0.0
chr4_DMR_346,FHDC1,CpG,0.0
chr4_DMR_347,SORBS2,CpG,0.0
chr4_DMR_349,ZNF141,CpG,0.0
chr4_DMR_350,ARAP2,CpG,0.0
chr4_DMR_351,NUP54,CpG,0.0
chr4_DMR_352,UCP1,CpG,0.0
chr4_DMR_353,KCNIP4,CpG,0.0
chr4_DMR_354,COMMD8,CpG,0.0
chr4_DMR_355,LRBA,CpG,0.0
chr4_DMR_356,C4orf33,CpG,0.0
chr4_DMR_356,SCLT1,CpG,0.0
chr4_DMR_357,FIP1L1,CpG,0.0
chr4_DMR_358,NFXL1,CpG,0.0
chr4_DMR_359,C4orf36,CpG,0.0
chr4_DMR_360,RGS12,CpG,0.0
chr4_DMR_361,MAEA,CpG,0.0
chr4_DMR_362,PET112L,CpG,0.0
chr4_DMR_363,SNORA26,CpG,0.0
chr4_DMR_363,KIAA0114,CpG,0.0
chr4_DMR_364,SH3D19,CpG,0.0
chr4_DMR_365,KIAA1712,CpG,0.0
chr4_DMR_365,FBXO8,CpG,0.0
chr4_DMR_366,ODZ3,CpG,0.0
chr4_DMR_367,NOP14,CpG,0.0
chr4_DMR_367,C4orf10,CpG,0.0
chr4_DMR_368,UBE2K,CpG,0.0
chr4_DMR_369,ARSJ,CpG,0.0
chr4_DMR_370,ADD1,CpG,0.0
chr4_DMR_371,SORCS2,CpG,0.0
chr4_DMR_372,AP1AR,CpG,0.0
chr4_DMR_374,NEK1,CpG,0.0
chr4_DMR_375,FAM190A,CpG,0.0
chr4_DMR_376,TSPAN5,CpG,0.0
chr4_DMR_377,PDGFRA,CpG,0.0
chr4_DMR_378,PDE6B,CpG,0.0
chr4_DMR_379,TADA2B,CpG,0.0
chr4_DMR_380,ATP10D,CpG,0.0
chr4_DMR_381,SH3RF1,CpG,0.0
chr4_DMR_383,GRID2,CpG,0.0
chr4_DMR_384,SRD5A3,CpG,0.0
chr4_DMR_385,LSM6,CpG,0.0
chr4_DMR_387,GSTCD,CpG,0.0
chr4_DMR_387,INTS12,CpG,0.0
chr4_DMR_388,TKTL2,CpG,0.0
chr4_DMR_389,CDS1,CpG,0.0
chr4_DMR_390,PDE6B,CpG,0.0
chr4_DMR_391,LETM1,CpG,0.0
chr4_DMR_392,SLIT2,CpG,0.0
chr4_DMR_394,C4orf49,CpG,0.0
chr4_DMR_395,TMEM128,CpG,0.0
chr4_DMR_396,HTT,CpG,0.0
chr4_DMR_397,C4orf46,CpG,0.0
chr4_DMR_397,ETFDH,CpG,0.0
chr4_DMR_398,ZNF876P,CpG,0.0
chr4_DMR_400,TBC1D1,CpG,0.0
chr4_DMR_402,ZFYVE28,CpG,0.0
chr4_DMR_403,MFSD10,CpG,0.0
chr4_DMR_404,KIAA1530,CpG,0.0
chr4_DMR_405,ING2,CpG,0.0
chr4_DMR_406,RBPJ,CpG,0.0
chr4_DMR_407,COL25A1,CpG,0.0
chr4_DMR_408,UGT8,CpG,0.0
chr4_DMR_409,LIMCH1,CpG,0.0
chr4_DMR_410,FSTL5,CpG,0.0
chr4_DMR_411,TNIP2,CpG,0.0
chr4_DMR_412,PPAT,CpG,0.0
chr4_DMR_412,PAICS,CpG,0.0
chr4_DMR_413,SGMS2,CpG,0.0
chr4_DMR_414,FNIP2,CpG,0.0
chr4_DMR_415,C4orf29,CpG,0.0
chr4_DMR_415,MFSD8,CpG,0.0
chr4_DMR_417,KLKB1,CpG,0.0
chr4_DMR_418,C4orf50,CpG,0.0
chr4_DMR_419,KIAA1530,CpG,0.0
chr4_DMR_420,DCAF16,CpG,0.0
chr4_DMR_420,NCAPG,CpG,0.0
chr4_DMR_421,HS3ST1,CpG,0.0
chr4_DMR_422,C4orf14,CpG,0.0
chr4_DMR_422,POLR2B,CpG,0.0
chr4_DMR_423,SEC31A,CpG,0.0
chr4_DMR_424,CYP2U1,CpG,0.0
chr4_DMR_425,NFKB1,CpG,0.0
chr4_DMR_426,STIM2,CpG,0.0
chr4_DMR_427,ENOPH1,CpG,0.0
chr4_DMR_427,HNRPDL,CpG,0.0
chr4_DMR_428,SLAIN2,CpG,0.0
chr4_DMR_430,ZNF718,CpG,0.0
chr4_DMR_431,UBE2D3,CpG,0.0
chr4_DMR_432,TIFA,CpG,0.0
chr4_DMR_433,KDR,CpG,0.0
chr4_DMR_434,RGS12,CpG,0.0
chr4_DMR_435,MRFAP1L1,CpG,0.0
chr4_DMR_437,SC4MOL,CpG,0.0
chr4_DMR_439,KLF3,CpG,0.0
chr4_DMR_440,PITX2,CpG,0.0
chr4_DMR_441,FRYL,CpG,0.0
chr4_DMR_442,ATP5I,CpG,0.0
chr4_DMR_443,PPBPL2,CpG,0.0
chr4_DMR_445,TRPC3,CpG,0.0
chr4_DMR_446,DCLK2,CpG,0.0
chr4_DMR_447,ZNF509,CpG,0.0
chr4_DMR_447,LYAR,CpG,0.0
chr4_DMR_448,FGFBP2,CpG,0.0
chr4_DMR_449,FLJ36777,CpG,0.0
chr4_DMR_451,RGS12,CpG,0.0
chr4_DMR_452,AGA,CpG,0.0
chr4_DMR_453,CCDC109B,CpG,0.0
chr4_DMR_454,RNF4,CpG,0.0
chr4_DMR_455,FBXL5,CpG,0.0
chr4_DMR_456,MLF1IP,CpG,0.0
chr4_DMR_457,FAM198B,CpG,0.0
chr4_DMR_458,NAAA,CpG,0.0
chr4_DMR_459,MAML3,CpG,0.0
chr4_DMR_460,SPATA5,CpG,0.0
chr4_DMR_460,NUDT6,CpG,0.0
chr4_DMR_461,CTBP1,CpG,0.0
chr4_DMR_462,MGST2,CpG,0.0
chr4_DMR_463,SLC25A31,CpG,0.0
chr4_DMR_465,SLC10A7,CpG,0.0
chr4_DMR_467,HGFAC,CpG,0.0
chr4_DMR_468,RAB28,CpG,0.0
chr4_DMR_469,WWC2,CpG,0.0
chr4_DMR_471,APBB2,CpG,0.0
chr4_DMR_472,C4orf31,CpG,0.0
chr4_DMR_473,DCTD,CpG,0.0
chr4_DMR_474,PDE6B,CpG,0.0
chr4_DMR_475,SETD7,CpG,0.0
chr4_DMR_476,UCHL1,CpG,0.0
chr4_DMR_478,CAMK2D,CpG,0.0
chr4_DMR_480,FAM149A,CpG,0.0
chr4_DMR_481,PLK4,CpG,0.0
chr4_DMR_483,EVC2,CpG,0.0
chr4_DMR_484,MAEA,CpG,0.0
chr4_DMR_485,ALPK1,CpG,0.0
chr4_DMR_487,AASDH,CpG,0.0
chr4_DMR_488,GPR125,CpG,0.0
chr4_DMR_489,PPM1K,CpG,0.0
chr4_DMR_490,PCDH10,CpG,0.0
chr4_DMR_491,C4orf21,CpG,0.0
chr4_DMR_491,LARP7,CpG,0.0
chr4_DMR_492,CORIN,CpG,0.0
chr4_DMR_493,C4orf23,CpG,0.0
chr4_DMR_494,SORCS2,CpG,0.0
chr4_DMR_495,PRSS48,CpG,0.0
chr4_DMR_496,USP53,CpG,0.0
chr4_DMR_497,CNOT6L,CpG,0.0
chr4_DMR_498,KIAA1211,CpG,0.0
chr4_DMR_499,PLA2G12A,CpG,0.0
chr4_DMR_500,PHF17,CpG,0.0
chr4_DMR_501,THAP6,CpG,0.0
chr4_DMR_501,RCHY1,CpG,0.0
chr4_DMR_502,LOC441046,CpG,0.0
chr4_DMR_503,SLC4A4,CpG,0.0
chr4_DMR_504,DKK2,CpG,0.0
chr4_DMR_505,ATP10D,CpG,0.0
chr4_DMR_506,CRMP1,CpG,0.0
chr4_DMR_508,CDKL2,CpG,0.0
chr4_DMR_509,ATP8A1,CpG,0.0
chr4_DMR_510,AFF1,CpG,0.0
chr4_DMR_511,RGS12,CpG,0.0
chr4_DMR_512,PITX2,CpG,0.0
chr4_DMR_513,SLC30A9,CpG,0.0
chr4_DMR_515,STX18,CpG,0.0
chr4_DMR_516,HADH,CpG,0.0
chr4_DMR_517,TLR2,CpG,0.0
chr4_DMR_518,HTT,CpG,0.0
chr4_DMR_519,KIAA1211,CpG,0.0
chr4_DMR_520,CCKAR,CpG,0.0
chr4_DMR_521,MAEA,CpG,0.0
chr4_DMR_522,PDGFRA,CpG,0.0
chr4_DMR_523,CPEB2,CpG,0.0
