"DMR","CpGs"
"chr2_DMR_80","cg02187231;cg05603527;cg18150120;cg08972756;cg02322373;cg13936863;cg19699289;cg11877061;cg01109169;cg10617784;cg17649293;cg11660398;cg19907796"
"chr2_DMR_81","cg02315315;cg27485075;cg22013055"
"chr2_DMR_82","cg06046580;cg25883149;cg07513814"
"chr2_DMR_83","cg14306819;cg06373940"
"chr2_DMR_84","cg13952656;cg12162377;cg06745030;cg26146617;cg04286697;cg17016266;cg20954977;cg20034202"
"chr2_DMR_85","cg13254588;cg16273524;cg20224517;cg18484665;cg05136531;cg27611263;cg22354234"
"chr2_DMR_86","cg16421411;cg23005797;cg06709297"
"chr2_DMR_87","cg10534439;cg00900124;cg19269713;cg05136786;cg09547034;cg08311172;cg08353937;cg11942603;cg13355704;cg03636174;cg11056435;cg19353425;cg17372745;cg05720666;cg21960922"
"chr2_DMR_88","cg26008007;cg01397521;cg12462224;cg27227507"
"chr2_DMR_89","cg01763719;cg20382154"
"chr2_DMR_90","cg10142452;cg23058548;cg02621154;cg21240640;cg23055682;cg26214074"
"chr2_DMR_91","cg22855933;cg05611723;cg02916962"
"chr2_DMR_92","cg13584531;cg02606840;cg03429643"
"chr2_DMR_93","cg17089179;cg13820899;cg00478601;cg26782151;cg19507032;cg23759710;cg19863773;cg23337698"
"chr2_DMR_94","cg10735632;cg17161250;cg14535980;cg06499647;cg09661951;cg10885338;cg21838979;cg07510423"
"chr2_DMR_95","cg08844325;cg08698219;cg06934572;cg23639134;cg25376875;cg05027258;cg18592384"
"chr2_DMR_96","cg20666917;cg18667659;cg11636504;cg19043574;cg08517455;cg01310365"
"chr2_DMR_97","cg15742777;cg05403316"
"chr2_DMR_98","cg27472905;cg08233654;cg11769456;cg15133301;cg05078238;cg21304158;cg03785076;cg20363891;cg16937168;cg15550398"
"chr2_DMR_99","cg22666015;cg14012546"
"chr2_DMR_100","cg14480116;cg00622105;cg09884146;cg26376241;cg08467103"
"chr2_DMR_101","cg22092082;cg01027365;cg13657944;cg18882576;cg12043166;cg16814399;cg22234344;cg24539604;cg23155010;cg11309696;cg07158040"
"chr2_DMR_102","cg05298696;cg01894508;cg21685387;cg09868768;cg14166453;cg01639256;cg09948350"
"chr2_DMR_103","cg26641076;cg07926733;cg01207951"
"chr2_DMR_104","cg23281712;cg22956310;cg21011133;cg08471319;cg02447122;cg08266286;cg21151432;cg17644208;cg08599266;cg04348872;cg26752663;cg16888658"
"chr2_DMR_105","cg11565042;cg03722643;cg18338460;cg09510339;cg02858997;cg06061408;cg21399079;cg03997393;cg11852218;cg11223196;cg01046703;cg08008105;cg09833737;cg27229823;cg02571972;cg22253945"
"chr2_DMR_106","cg08466051;cg10985993;cg11219022;cg10938836;cg25793693;cg24207698;cg05714926;cg13268671;cg19067791"
"chr2_DMR_107","cg06880612;cg09363443;cg05886087;cg27598107"
"chr2_DMR_108","cg18854666;cg07719512;cg05007997;cg15099037"
"chr2_DMR_109","cg00605777;cg11426229;cg07166409"
"chr2_DMR_110","cg10355989;cg11056409;cg15311822;cg14909930;cg02699694;cg07960067;cg21078994;cg24201793;cg21547649;cg26845838;cg02727227;cg04108570"
"chr2_DMR_111","cg21514164;cg23008718"
"chr2_DMR_112","cg00490655;cg20593611;cg19156483;cg10903451;cg10864319;cg04457196;cg15259986;cg03878133"
"chr2_DMR_113","cg03449108;cg05268203;cg06530490;cg15174552;cg10888941;cg18859174;cg05616969;cg23413104;cg05766802"
"chr2_DMR_114","cg02155398;cg03714619;cg23325963;cg16668359;cg26648203;cg02183025;cg07616374;cg24981593;cg06391932;cg01362243;cg02272993"
"chr2_DMR_115","cg20563269;cg10933428;cg00102512;cg01160849;cg06909932;cg18261434;cg15614653;cg19226358"
"chr2_DMR_116","cg18148375;cg06552160;cg14128411;cg00067742"
"chr2_DMR_117","cg19795292;cg25869196"
"chr2_DMR_118","cg23041410;cg25928199;cg02377053;cg03989987;cg02543462;cg01991967"
"chr2_DMR_119","cg08183425;cg08482837;cg04483884;cg04589210;cg09240693"
"chr2_DMR_120","cg23374992;cg12595667"
"chr2_DMR_121","cg19924948;cg12155676;cg10018519;cg01876978;cg02560388"
"chr2_DMR_122","cg06753787;cg02776283"
"chr2_DMR_123","cg08714407;cg14273083;cg03566479;cg08965143;cg00605408;cg20347268;cg07979316;cg01735318"
"chr2_DMR_124","cg23839180;cg04134235;cg02187259;cg07091529"
"chr2_DMR_125","cg06022561;cg19040077;cg13613174"
"chr2_DMR_126","cg16386158;cg11916609;cg19969733"
"chr2_DMR_127","cg27159979;cg10853543"
"chr2_DMR_128","cg12924402;cg23940612;cg03832522;cg00122854"
"chr2_DMR_129","cg04722215;cg13112407"
"chr2_DMR_130","cg08677375;cg18208842;cg13137176;cg05738152;cg06905130"
"chr2_DMR_131","cg05758467;cg16887422"
"chr2_DMR_132","cg09302609;cg21315629;cg17676327;cg15921099;cg24857294;cg02994216;cg10984017;cg27234239;cg03154580;cg17169613;cg27457925;cg11305121"
"chr2_DMR_133","cg20341504;cg14919082;cg04678916"
"chr2_DMR_134","cg16951074;cg17935536"
"chr2_DMR_135","cg17925360;cg03974286;cg25051278;cg16952751;cg08955754;cg17802847;cg18119407;cg08322528;cg13311930"
"chr2_DMR_136","cg15908708;cg13048967;cg15768138;cg13519373"
"chr2_DMR_137","cg19710184;cg19789753;cg08457169;cg21855211;cg25150021;cg24870483"
"chr2_DMR_138","cg08266417;cg09729613;cg24569637;cg13875120;cg14383422;cg12627583;cg08952506;cg04380340;cg22953017;cg13000082;cg27547291;cg02144933;cg02657832"
"chr2_DMR_139","cg02160608;cg04177132;cg10536276;cg18869127"
"chr2_DMR_140","cg09520857;cg07901199;cg24678502"
"chr2_DMR_141","cg16227748;cg27168076"
"chr2_DMR_142","cg00934087;cg02657505"
"chr2_DMR_143","cg04216051;cg14414903;cg14273620;cg01114124;cg18228933;cg20203971"
"chr2_DMR_144","cg14675881;cg15440661"
"chr2_DMR_145","cg21494367;cg05049980;cg25941751;cg22488486"
"chr2_DMR_146","cg16874579;cg23092538;cg26188299;cg23718924;cg01003382;cg19333114;cg26580134;cg16905255;cg00732907;cg08627352;cg20913063;cg17738213"
"chr2_DMR_147","cg06588802;cg00594040;cg22834511;cg26012482;cg15757195"
"chr2_DMR_148","cg21660960;cg09606941;cg04361126;cg14898223;cg14499385;cg11483915;cg14126583"
"chr2_DMR_149","cg07420960;cg01765406"
"chr2_DMR_150","cg03222971;cg00590670;cg09462445;cg21032628;cg21875423;cg19008649;cg06160809;cg09924165;cg20419545;cg19675223"
"chr2_DMR_151","cg25746499;cg16138690;cg25652742;cg09681977;cg05997414;cg03568507"
"chr2_DMR_152","cg26628795;cg10416105;cg19177701;cg02066650;cg03208501;cg01114573;cg18518914;cg15054972;cg27210766;cg10954392;cg06983551"
"chr2_DMR_153","cg07094533;cg03566780;cg07590839;cg08802203;cg08940762;cg08172221;cg05911928;cg18867375;cg07584031;cg24880821;cg15957524;cg01011757;cg15243454;cg15779458;cg12405341;cg07919955;cg07059784;cg05593479"
"chr2_DMR_154","cg00028211;cg14014796;cg03593578;cg19893751;cg13441058;cg19922825;cg10069809;cg25093813;cg05961294;cg13732857;cg09760908"
"chr2_DMR_155","cg17963935;cg18731976;cg09217581;cg00001594;cg04779211;cg13266327;cg07475692;cg03997139"
"chr2_DMR_156","cg13911252;cg11380327;cg05113623;cg15138109;cg23006163;cg06151171;cg18192719;cg00491577;cg03879180;cg15477048;cg04335293"
"chr2_DMR_157","cg26251429;cg10266196;cg05075067;cg22164916;cg07291923;cg06869899;cg18313116;cg14001360;cg14305763;cg08364093;cg05883932;cg15078838;cg00031476;cg00521934;cg04221355"
"chr2_DMR_158","cg01089914;cg20225999;cg05783384;cg04316429;cg07616871;cg00786685"
"chr2_DMR_159","cg21005412;cg24738611"
"chr2_DMR_160","cg16345795;cg12515366;cg21946006;cg25602536"
"chr2_DMR_161","cg05588658;cg05996578;cg25804065;cg14131038;cg11213241"
"chr2_DMR_162","cg26259363;cg19286687;cg26512226"
"chr2_DMR_163","cg02646515;cg24605325"
"chr2_DMR_164","cg11657043;cg02767024;cg06006907;cg03516358;cg14431024"
"chr2_DMR_165","cg10540573;cg04738464"
"chr2_DMR_166","cg10356210;cg06854842;cg11273176"
"chr2_DMR_167","cg25887844;cg15700582;cg15258980"
"chr2_DMR_168","cg01313320;cg24046888;cg25124739;cg20623601"
"chr2_DMR_169","cg02431964;cg11009736;cg19284751"
"chr2_DMR_170","cg21545857;cg02639108;cg01997813;cg20489909"
"chr2_DMR_171","cg22198946;cg03771385;cg18877660;cg18174246;cg06907744;cg00338928;cg03181376;cg04279588;cg13664964;cg04879876;cg20311618;cg14455465;cg23465910;cg23201549;cg20949959;cg06169590;cg23120805;cg07119260;cg05077167;cg16720946;cg04920761;cg20660171;cg04707074;cg01094950;cg15300730;cg16202615;cg11462315;cg18258151;cg23038392;cg14840416;cg00097536;cg03845301;cg03443205;cg01967774"
"chr2_DMR_172","cg23982445;cg23399257"
"chr2_DMR_173","cg09862200;cg06241689"
"chr2_DMR_174","cg10276404;cg12734023;cg15742737"
"chr2_DMR_175","cg09641127;cg26396370"
"chr2_DMR_176","cg15871206;cg02413938;cg19391697;cg09039163;cg01112020"
"chr2_DMR_177","cg05159685;cg02941420;cg03261774;cg14769962;cg02320355"
"chr2_DMR_178","cg15400471;cg01820934;cg12910851"
"chr2_DMR_179","cg07161827;cg10944735;cg08972867;cg15491567;cg18186672"
"chr2_DMR_180","cg18548165;cg16909084;cg01328473;cg10366053;cg09699787"
"chr2_DMR_181","cg10094994;cg04528931"
"chr2_DMR_182","cg25242471;cg00011225;cg22587479;cg14639163;cg06795233;cg13903421"
"chr2_DMR_183","cg22368413;cg12004641"
"chr2_DMR_184","cg11942086;cg00823148"
"chr2_DMR_185","cg06523516;cg18191209;cg01109734;cg24485927;cg07478785;cg21648121;cg06589199;cg05018648"
"chr2_DMR_186","cg25079915;cg17143606"
"chr2_DMR_187","cg17808746;cg15845653;cg26319800;cg00945862;cg13459852;cg25811526"
"chr2_DMR_188","cg10318368;cg17490196"
"chr2_DMR_189","cg13223682;cg01883046;cg07729527;cg08107354;cg25004193"
"chr2_DMR_190","cg17285931;cg05107228;cg20453985;cg00116699;cg17767431"
"chr2_DMR_191","cg08777095;cg22999502"
"chr2_DMR_192","cg21861151;cg08879579"
"chr2_DMR_193","cg05497345;cg11270393;cg08983217;cg17932631;cg02802590;cg06909469;cg18720905;cg15146125;cg06341177;cg24351076;cg24161793"
"chr2_DMR_194","cg13522882;cg03974193"
"chr2_DMR_195","cg25075147;cg26831241;cg21620778;cg09464488;cg03573824;cg00405190;cg13999188;cg01356950;cg25537217;cg13651986"
"chr2_DMR_196","cg10397934;cg15120161;cg04437956;cg19152818;cg22176018;cg07204800;cg27363280"
"chr2_DMR_197","cg26476820;cg07215695;cg27139457;cg10664272;cg19627006"
"chr2_DMR_198","cg23666856;cg20294870;cg09976369;cg17494897"
"chr2_DMR_199","cg15123824;cg16764115;cg02301651;cg03381669;cg11109266;cg21344741;cg00014085;cg21438062;cg07868195;cg22045228;cg16791210;cg24341220;cg03890195"
"chr2_DMR_200","cg19907380;cg12598581"
"chr2_DMR_201","cg20935165;cg17518215;cg05714155;cg12021814;cg11557618;cg21667367;cg00076325"
"chr2_DMR_202","cg24208886;cg10460001;cg00434885;cg10189362;cg03960874"
"chr2_DMR_203","cg11236515;cg15918921;cg05280109"
"chr2_DMR_204","cg22249789;cg25741215;cg21472506;cg25371919;cg25168494;cg10122865;cg11536474;cg23229261;cg05092308;cg17145370;cg19763461;cg10927449;cg19351026;cg04371726;cg13768290;cg22303418;cg07617338;cg27315333;cg22666373;cg18947951;cg07938743;cg14604681"
"chr2_DMR_205","cg19044706;cg07167396"
"chr2_DMR_206","cg16173109;cg05705140"
"chr2_DMR_207","cg25752514;cg04519870;cg13481776"
"chr2_DMR_208","cg04181892;cg20454887"
"chr2_DMR_209","cg14553549;cg00791548;cg19304003"
"chr2_DMR_210","cg01484075;cg06378990"
"chr2_DMR_211","cg11525280;cg14273450;cg13255216;cg20140363;cg04726446;cg15138396;cg01734112;cg02583525;cg10883621;cg14013195;cg13414212"
"chr2_DMR_212","cg05845831;cg00816240"
"chr2_DMR_213","cg05204104;cg15016771"
"chr2_DMR_214","cg14947846;cg15448372;cg08756898"
"chr2_DMR_215","cg08460026;cg05074138"
"chr2_DMR_216","cg16516044;cg12691004"
"chr2_DMR_217","cg07181902;cg21117768;cg25942178;cg24999111;cg21101051;cg12505694;cg04140212;cg27102332;cg18780276;cg15613465;cg22321558;cg19913889"
"chr2_DMR_218","cg01823086;cg00043800;cg20874785;cg17988187;cg06224721;cg13774539"
"chr2_DMR_219","cg06916239;cg14265823;cg09424526;cg00926215;cg16529477;cg10544031;cg18077971;cg23546474;cg15608397;cg01954737;cg15133719;cg20969194;cg19352038;cg08022524;cg15703632;cg20584905;cg14093610;cg13767755;cg13496838"
"chr2_DMR_220","cg05979400;cg13439914"
"chr2_DMR_221","cg15978561;cg05903736;cg08629043;cg08565197;cg16348668;cg15058210;cg05870586"
"chr2_DMR_222","cg03780430;cg16440638;cg01771876;cg02069619;cg17211562;cg00593717;cg11466832"
"chr2_DMR_223","cg02861082;cg20430725;cg11446240;cg02358653;cg13056269"
"chr2_DMR_224","cg14754761;cg19910323;cg23975441;cg07162735;cg06959232;cg19831846;cg02634634;cg22128035;cg09212000"
"chr2_DMR_225","cg13808071;cg03877767;cg17208060;cg14653284;cg01384111;cg11534680;cg10899175"
"chr2_DMR_226","cg20300794;cg11612905"
"chr2_DMR_227","cg05486094;cg04877910;cg05656364;cg12542933;cg23752985;cg08379897"
"chr2_DMR_228","cg26529864;cg02051239;cg04542030"
"chr2_DMR_229","cg05890855;cg27625748"
"chr2_DMR_230","cg20362559;cg08974656;cg23561859;cg03371770;cg27381194;cg04533291;cg10041216;cg15884411;cg13672342;cg17643880;cg25522181;cg17939434;cg01596642;cg12904114"
"chr2_DMR_231","cg26643047;cg27485921;cg15759873"
"chr2_DMR_232","cg13149833;cg12193327"
"chr2_DMR_233","cg19075787;cg04667538;cg24916284;cg27391093;cg06770878"
"chr2_DMR_234","cg24441810;cg22580372;cg15974183;cg00049286;cg06886896;cg03768001;cg12108912;cg20302082"
"chr2_DMR_235","cg11308319;cg06117093"
"chr2_DMR_236","cg24393552;cg08629267"
"chr2_DMR_237","cg25428553;cg13872005;cg12236088;cg22360016;cg12042187;cg06361238;cg08571918;cg10139947"
"chr2_DMR_238","cg02461691;cg24607575;cg14238622;cg04737361;cg09243735;cg23075101;cg04004882;cg21261027;cg24591349;cg08563601;cg24715680;cg12091944;cg02172142"
"chr2_DMR_239","cg16175418;cg02934884;cg21758672;cg02878739;cg07225241"
"chr2_DMR_240","cg14599998;cg09296270"
"chr2_DMR_241","cg20553016;cg17358307;cg21243951;cg01297806;cg17783174;cg00646621"
"chr2_DMR_242","cg08202720;cg23072629;cg11903188"
"chr2_DMR_243","cg00872414;cg16058765;cg16911296;cg23009508;cg12459514;cg18835493;cg25243171;cg06116704;cg00000807;cg11871813"
"chr2_DMR_244","cg21597209;cg13460980;cg08581518;cg00980331;cg17158059;cg22361914;cg08264638;cg12929625;cg23072029;cg20419724;cg19300632;cg22669090;cg06046912"
"chr2_DMR_245","cg12621315;cg00321703;cg12786186;cg10277646;cg11014740;cg04367427;cg12995162"
"chr2_DMR_246","cg04329870;cg18857618"
"chr2_DMR_247","cg07467716;cg11123644"
"chr2_DMR_248","cg19321126;cg23881902;cg08209388;cg21155796;cg12465154;cg20333001;cg18915379;cg02201132;cg11908453;cg08645257;cg18754555;cg14842376;cg09564509;cg03924805;cg13145289"
"chr2_DMR_249","cg01853276;cg01809281;cg00058708"
"chr2_DMR_250","cg12991125;cg20257553;cg26873705;cg15703221;cg11228250;cg24235037;cg25997500"
"chr2_DMR_251","cg05529848;cg02068690;cg03208817"
"chr2_DMR_252","cg23558158;cg02756706;cg17765480;cg03546879;cg10545083;cg04733530;cg17087759;cg00681662;cg10634964;cg03461495;cg23235291;cg16329901;cg12140595;cg01697972;cg10185638;cg11117896;cg27448900"
"chr2_DMR_253","cg26360792;cg27299406;cg17246140;cg20289949;cg08421126;cg09480054;cg06913600;cg05986933;cg01561916;cg09256201"
"chr2_DMR_254","cg03504039;cg22734058;cg08063160"
"chr2_DMR_255","cg01879591;cg17181966;cg09663145;cg15888463;cg08826919;cg20043244;cg06886827;cg14912375"
"chr2_DMR_256","cg00221357;cg01887374;cg05620288;cg03222009;cg08867399"
"chr2_DMR_257","cg07364433;cg01473038"
"chr2_DMR_258","cg02961280;cg13315450"
"chr2_DMR_259","cg05492660;cg15165122;cg23060872;cg18006568;cg01154254;cg05472974;cg07903989"
"chr2_DMR_260","cg00579706;cg23325313"
"chr2_DMR_261","cg01103601;cg01950511"
"chr2_DMR_262","cg20926035;cg15019790;cg08751472;cg20881074;cg03310469;cg06819718;cg03646261;cg15554875;cg05136263"
"chr2_DMR_263","cg11063495;cg03858047;cg14628982;cg01507753;cg05519105;cg06061442"
"chr2_DMR_264","cg14174215;cg21223117;cg19821589;cg23408836"
"chr2_DMR_265","cg05089527;cg03186962;cg25604731;cg02557922;cg23302945"
"chr2_DMR_266","cg00872435;cg01727923"
"chr2_DMR_267","cg17818613;cg17343483;cg10517096;cg11060194;cg00217953;cg17819119;cg11344744;cg05044706;cg12522144;cg05192533"
"chr2_DMR_268","cg00390596;cg24007915;cg17009717;cg07122794;cg25123308;cg24304518;cg19061982;cg24740348"
"chr2_DMR_269","cg09248284;cg00022308;cg15744128"
"chr2_DMR_270","cg02708956;cg27583104;cg10594414"
"chr2_DMR_271","cg09558000;cg01946784"
"chr2_DMR_272","cg15956738;cg07480713;cg25250853;cg06684939;cg24634625;cg24286767;cg20928981;cg21367923"
"chr2_DMR_273","cg15162392;cg08786077;cg11444198;cg09839443;cg22629987"
"chr2_DMR_274","cg23599640;cg23667267;cg07774478;cg22364819;cg14478610;cg10353870;cg25228746;cg08168897;cg02161262"
"chr2_DMR_275","cg03381035;cg19411441;cg27236242;cg23816572;cg11557307;cg05010058"
"chr2_DMR_276","cg24633978;cg24561661;cg05500840;cg03782202;cg01708273;cg07566169;cg22455694;cg15958792;cg03850256;cg23895340;cg16632715;cg00495775;cg08806153;cg04949206;cg02527112;cg05942128;cg20605061"
"chr2_DMR_277","cg23522611;cg25784219"
"chr2_DMR_278","cg06974672;cg14708360"
"chr2_DMR_279","cg15944856;cg06284438;cg20944278;cg02489219"
"chr2_DMR_280","cg27309098;cg14930335;cg14460503;cg21672829"
"chr2_DMR_281","cg17314180;cg19855215;cg20018812"
"chr2_DMR_282","cg18409705;cg06942668;cg08973102;cg21931839;cg03452895"
"chr2_DMR_283","cg08478685;cg15773312;cg04618171;cg23728189"
"chr2_DMR_284","cg19040195;cg02334333"
"chr2_DMR_285","cg15326452;cg03265490;cg07288447;cg15900386;cg07159587;cg12209937;cg14957331;cg20405384;cg02602010"
"chr2_DMR_286","cg26571942;cg02547025;cg04092762;cg05924212;cg25072436;cg03801871;cg03435866;cg08033284;cg04253876;cg20662616;cg02233216;cg09682913"
"chr2_DMR_287","cg22374742;cg00096307"
"chr2_DMR_288","cg06638795;cg05759424;cg00747290;cg04580179;cg21129729;cg21041181;cg15369743;cg27553955;cg05607127"
"chr2_DMR_289","cg15153118;cg20601192;cg10994870;cg21670983;cg09031938;cg04789125"
"chr2_DMR_290","cg10099415;cg14875171;cg07529754;cg17526573;cg03531247;cg13906811;cg05015185;cg03295083;cg22001533;cg18201351"
"chr2_DMR_291","cg00174992;cg16960758;cg16780603;cg25694915;cg09479286"
"chr2_DMR_292","cg12309957;cg08640923;cg11348442;cg16725050;cg00496455;cg23369371;cg19074496;cg02315249;cg23108728;cg18013012;cg01693157;cg08378442;cg09197965;cg00476358"
"chr2_DMR_293","cg15954792;cg22241124"
"chr2_DMR_294","cg14453187;cg01071159"
"chr2_DMR_295","cg00534022;cg23648263"
"chr2_DMR_296","cg10140638;cg01382864;cg03970036;cg16166796;cg06971096"
"chr2_DMR_297","cg02624836;cg23962048"
"chr2_DMR_298","cg17749468;cg12571005;cg01930236;cg26168400;cg06005309;cg14417676;cg01253826;cg27547043;cg02801485;cg24749970;cg00712779;cg04842541;cg10711778;cg05503465;cg03966045;cg08521270"
"chr2_DMR_299","cg03538480;cg04341343"
"chr2_DMR_300","cg11227278;cg21206147"
"chr2_DMR_301","cg27083787;cg23407561;cg23974023"
"chr2_DMR_302","cg20706778;cg12080566"
"chr2_DMR_303","cg22830638;cg16796127"
"chr2_DMR_304","cg00549910;cg20072442;cg27629977;cg26355577;cg12078605;cg23665824;cg17349389;cg08154280;cg21621248;cg13572145;cg00997079;cg02856109;cg24632241;cg00091964;cg00465284;cg11231249"
"chr2_DMR_305","cg02566952;cg26823290"
"chr2_DMR_306","cg05973132;cg06443114"
"chr2_DMR_307","cg24738655;cg23939932;cg23350296;cg21244745;cg14409746;cg18703975;cg17530031;cg22077686;cg15141204"
"chr2_DMR_308","cg19536127;cg12478290;cg01600782;cg27073431;cg03545677"
"chr2_DMR_309","cg16057216;cg16909579;cg25565850"
"chr2_DMR_310","cg06906472;cg14507868;cg20803857;cg14209299;cg21649258;cg08236767;cg16115841;cg04434339;cg17818308;cg08528626;cg19302831;cg04571163;cg25725843;cg16935065;cg19825856"
"chr2_DMR_311","cg02185531;cg01741750;cg12948796;cg14350088;cg20808681;cg03189627;cg16786661;cg12834730;cg19622574;cg13281719;cg23339656"
"chr2_DMR_312","cg03106207;cg14875081"
"chr2_DMR_313","cg01662504;cg26655076;cg24347822;cg22123885;cg20911304;cg04920575;cg02740065;cg22032385;cg16096063;cg07496717;cg14794350;cg14406878"
"chr2_DMR_314","cg22057874;cg04461800;cg13547053;cg19648306"
"chr2_DMR_315","cg14189391;cg10239163"
"chr2_DMR_316","cg12928264;cg09715682;cg14634210;cg04072768;cg04605151;cg02513485;cg11007406;cg21465180"
"chr2_DMR_317","cg17343107;cg01272393;cg15704872;cg26572770"
"chr2_DMR_318","cg20428033;cg14927745;cg26250154;cg11002208;cg17098979"
"chr2_DMR_319","cg06153538;cg08567662;cg15315312;cg02543249;cg03339123;cg13897925;cg00620464;cg06735200;cg01184004;cg23322292;cg14120088"
"chr2_DMR_320","cg17107459;cg23581656;cg20698421;cg24913324;cg19220282;cg14233568;cg26748578;cg00498211;cg00877964;cg11866527;cg07715387"
"chr2_DMR_321","cg16178141;cg04001714"
"chr2_DMR_322","cg09731141;cg09502531;cg09007600;cg14791081;cg16678169;cg23523215;cg23620622;cg02072231;cg23680255;cg00550976;cg13632713;cg13663769;cg12544106"
"chr2_DMR_323","cg12197656;cg16448620;cg07475885;cg10990312;cg08172009;cg16063519;cg19401472;cg27134732;cg00361467;cg14254080;cg01798251;cg03479657;cg00239394;cg20653012;cg08251815;cg18283779;cg01505870"
"chr2_DMR_324","cg07622521;cg14141912"
"chr2_DMR_325","cg02231590;cg17009069"
"chr2_DMR_326","cg03696599;cg13358636;cg11344566;cg04168670;cg08790440;cg18582824;cg08523865;cg12919006"
"chr2_DMR_327","cg05446424;cg16846645;cg06545361;cg11007759;cg05602862;cg20720059;cg26633107;cg23062198;cg25765130;cg12050497;cg02746381;cg14225485;cg13021841;cg04063216;cg16234966;cg10138494;cg07622996;cg14789259;cg11533098"
"chr2_DMR_328","cg18338319;cg14719188;cg05790999;cg04856043;cg04835846;cg10884560;cg01328806;cg17858005"
"chr2_DMR_329","cg19355685;cg14345026;cg13270464;cg17109049;cg02322376;cg10340033;cg15278948"
"chr2_DMR_330","cg15597136;cg18861762;cg19372178;cg13339454;cg17338834;cg04694619;cg04415689;cg13886799;cg17810765;cg07297111"
"chr2_DMR_331","cg05684773;cg23285209;cg24666733;cg12075791;cg18174326;cg26102760;cg09351254;cg23460993;cg00598985;cg10631368;cg12453300;cg00189101;cg17311725"
"chr2_DMR_332","cg17835072;cg25429150"
"chr2_DMR_333","cg14481208;cg05931606;cg19863760;cg03295928;cg00326131;cg26676034;cg00658082;cg03719070;cg09692695;cg19515035;cg03700024;cg26090072;cg00689340;cg00610692"
"chr2_DMR_334","cg26192689;cg25907138"
"chr2_DMR_335","cg17588294;cg00787608"
"chr2_DMR_336","cg04018571;cg08183916;cg02858320;cg20690483;cg23605439;cg08215575;cg02469487;cg23210687;cg13825663;cg22742943;cg15136410;cg23137597;cg10179684;cg05261289;cg21037892"
"chr2_DMR_337","cg10906826;cg19821536"
"chr2_DMR_338","cg15034345;cg04043795;cg23668184;cg18897632;cg15989068;cg06173889;cg26659079;cg14776201"
"chr2_DMR_339","cg17754914;cg03180819"
"chr2_DMR_340","cg18122392;cg14087319;cg25734624"
"chr2_DMR_341","cg24996605;cg15551687;cg07163991;cg21512773;cg00401761;cg16089796"
